Topic,Count,Name,Representation,Representative_Docs
9,1466,9_org_media_executive_vote,"['org', 'media', 'executive', 'vote', 'meetings', 'podcast', '2021labortechsummit', 'meeting', 'national', 'discuss']","['Congratulations to the SAG-AFTRA Foundation for officially opening the Meryl Streep Center for Performing Artists! 🎉 Check out the SAG-AFTRA Podcast for a conversation with SAG-AFTRA NED Duncan Crabtree-Ireland and SAG-AFTRA Foundation Executive Director Cyd Wilson to learn more: https://ow.ly/f4jn50Uans6', 'SAG-AFTRA NED & Chief Negotiator Duncan Crabtree-Ireland explains the protections for background actors that were achieved in the 2023 TV/Theatrical Contracts tentative agreement. More details and voting information are available at sagaftra.org/contracts2023. #SagAftraStrong', 'SAG-AFTRA National Executive Director & Chief Negotiator Duncan Crabtree-Ireland encourages #SagAftraMembers to vote on the 2023 TV/Theatrical Contracts tentative agreement by 5 PM PT on Dec. 5. The memorandum of agreement, FAQs and more are available at sagaftra.org/contracts2023. #SagAftraStrong']"
10,1432,10_gov_org_stay_customers,"['gov', 'org', 'stay', 'customers', 'our', 'guidelines', 'patients', 'visit', 'safety', 'resources']","['After reviewing new data from health and medical experts as well as changes to state policies, the COVID-19 Joint Task Force, comprised of the UAW, Ford, General Motors and Stellantis, has decided to remove the mask mandate for those in the United States who have been fully vaccinated beginning July 12. The UAW, Ford, General Motors and Stellantis will also continue to comply with all state, county, and city regulations where we operate facilities.\n\nThe COVID-19 Task Force met Monday, June 28 and reviewed the reports of medical experts, Centers for Disease Control and Prevention (CDC) guidelines and Occupational Safety and Health Administration (OSHA) standards to maintain safety as the companies continue to work through the pandemic.\n\nFor those fully vaccinated, the wearing of masks will be voluntary. Those who have not been vaccinated will continue to be required to wear a face mask. The Task Force will continue to monitor data carefully and make any adjustments necessary to protect the health and safety of employees.\n\nWhile the UAW and the companies continue following the protocols that have kept our workplaces safe, we know that one of the best ways to fight this virus is by getting vaccinated. The Task Force continues to encourage everyone to roll up their sleeves and get vaccinated against COVID-19 so that we can protect our sisters and brothers and their families.', 'Tonight, ATU International President John Costa hosted a COVID-19 Vaccine Webinar featuring Dr. Bob Harrison, Occupational and Environmental Medicine at the University of California-San Francisco, for Local Business Agents to provide expert information and guidance about the COVID-19 vaccines.\n\nDr. Harrison, who has counseled numerous unions during the pandemic, discussed the deadly impact of COVID-19 on frontline transit workers, the safety and effectiveness of the vaccines, how the vaccines work, the role of the vaccines in ending the pandemic, the mild side effects of the vaccines, the effectiveness of the vaccines on new COVID-19 variants, and the importance of continuing to wear masks and other PPE.  He also answered questions from Business Agents about the vaccines. Also discussed were workplace vaccination programs and the right and importance of Locals to bargain over and develop these programs. \n\nFor more information, please visit the ATU COVID-19 vaccine website page at http://bit.ly/ATU-COVID-Vaccines', 'The IAFF continues to work hard to provide the facts about COVID-19 vaccinations to our members and address concerns so our members are informed and have information about being vaccinated against the COVID-19 virus. (https://www.iaff.org/coronavirus/#latest-updates-new-resources)']"
11,1160,11_workers_union_state_we,"['workers', 'union', 'state', 'we', 'work', 'our', 'award', 'worker', 'bargaining', 'in']","['AFSCME members have rushed to the front lines of this pandemic. Your work will get America through this.\n\nNo one can thank you enough for the risks you take and the sacrifices you make.\n\nBut know this, as you fight to keep your communities safe and healthy: AFSCME is fighting for you.\n\nLearn more at https://www.afscme.org/covid-19.', '“All AFSCME members have hard jobs, but no one puts more on the line every day – under tougher conditions – than all of you. Yours is very often life and death work,” said AFSCME President Lee Saunders at the 10th Annual AFSCME Blue Breakfast with AFSCME Council 18.', 'Well said, AFSCME.']"
12,1014,12_unionmusicians_federation_unionmusician_networks,"['unionmusicians', 'federation', 'unionmusician', 'networks', 'local', 'work', 'management', 'support', 'fm', 'amfa']","['Standing strong with the Musicians of the Fort Worth Symphony Orchestra & Musicians of the Pittsburgh Symphony Orchestra', ""Just like writers & actors, musicians also deserve a fair share when their work is streamed on movies and tv shows.  Musicians have been shut out of millions of dollars in streaming for more than a decade.\n\nProducers have undervalued musicians and exploited our work for far too long.  It’s past time for a fair contract for musicians.\nMusicians have a union, and we’re ready to come together.\nIt's time for a FAIR SHARE FOR MUSICIANS!\n\nSign our petition & learn more at www.fairshareformusicians.org \n\nThanks to the grassroots union members who founded the Fair Share For Musicians campaign! #FS4M"", 'Union Musicians working!']"
13,967,13_solidarity_org_joined_join,"['solidarity', 'org', 'joined', 'join', 'our', 'sagaftramember', 'sagaftramembers', 'bros', 'industry', 'support']","['We love seeing #sagaftramembers on the #WGAstrike picket lines! We are #WGAstrong and #SAGAFTRAstrong in #solidarity!\n\nSee you tomorrow 💪 Get all the info you need at sagaftra.org/wgastrike', 'NY and LA #sagaftramembers brought the #SAGAFTRAstrong power to the picket lines today!\n\nFor #SAGAFTRASTRIKE picket locations and more information, check out sagaftrastrike.org.', 'NY #sagaftramembers are always ready for the #SagAftraStrike picket lines 💪 Show your #SagAftraStrong solidarity and join us on the line! Check out sagaftrastrike.org for more info ✊']"
14,963,14_congresswoman_sanders_healthcare_payer,"['congresswoman', 'sanders', 'healthcare', 'payer', 'revolution', 'senator', 'bernie', 'nurses', 'care', 'bill']","['Healthcare is a human right! Nurses call for Medicare for All!', 'Medicare for All is our fight; healthcare is a human right!', 'Why we need Medicare for All!']"
15,951,15_union_memorial_org_july,"['union', 'memorial', 'org', 'july', 'shopunion', 'celebration', 'ethical', 'ibt', 'thanksgiving', 'madeinamerica']","['Make sure your holiday is union made!', 'Shopping for holiday gifts? Buy union-made products this holiday season!\n\nhttps://aflcio.org/MadeInAmerica/holiday-gifts', 'Make sure and enjoy your Thanksgiving feast with these UNION MADE products... #1U\n\nCheck out Labor 411 for more #UnionMade products: https://labor411.org/shopping-list/a-union-made-thanksgiving-dinner/']"
16,938,16_unionpower_union_womensmarch_womenshistorymonth,"['unionpower', 'union', 'womensmarch', 'womenshistorymonth', 'coalition', 'internationalwomensday', 'leaders', 'caucus', 'uawwomen', 'leadership']","['Happy International Women’s Day', 'Happy International Women’s Day!', ""Today we honor International Women’s Day, celebrating the achievements of women across the globe and of all the Teamster women who make our union strong every day.\n\nHappy International Women's Day from the Teamsters! ♀️""]"
17,913,17_citizens_undocumented_citizen_congress,"['citizens', 'undocumented', 'citizen', 'congress', 'call', 'united', 'tpsjustice', 'communities', 'unitehere', 'legal']","['We are one union, and this is one fight-saving TPS and protecting Dreamers. Over 302,000 people in the U.S. are TPS holders-and over 273,200 U.S.-born children have parents with TPS, and we will fight tirelessly to keep these families together.\n\nDACA and TPS matter-not only to these families, but to voters. And in November, we will remember which representatives fought to keep families together, and which ones stayed on the sidelines.\n\n#SaveTPS #DreamActNow #UniteHere', 'Today UNITE HERE, the hospitality workers union which represents thousands of DACA and TPS workers, is marking the Trump DACA deadline with a week of historic worker actions from Honolulu to Washington, DC in a continued commitment to a pathway to citizenship. \n\nWith the fates of hundreds of thousands of DACA and TPS holders remain uncertain as DACA renewals are underway despite Trump’s program termination, UNITE HERE is running major internal member education campaigns for DACA holders and is organizing externally against Trump’s racist immigration policies. \n\n“America has been my home since I immigrated here at twelve years old,” said Celica Valdez, a UNITE HERE member in Monterey, California. “DACA allowed me to come out of the shadows and provide for my family. I’m a single mother, and my family depends on my union job as a hotel worker at Hyatt. If Trump wins with taking away my work authorization, my family would be destroyed.”\n\nThis weekend in Hawaii, UNITE HERE Local 5 held the largest immigrant citizenship application fair in the state’s history, with major local political backing including co-sponsorship of the Mayor of Honolulu. UNITE HERE chose to mark the DACA deadline by training over 150 union and community volunteers to assist eligible immigrants who attended to apply on the spot for American citizenship. The historic citizenship action is one of the largest in UNITE HERE International’s history, and resulted in 10 times the citizenship applications than the next largest citizenship fair in Hawaii’s history. \n\nThis week will also see UNITE HERE affiliates in swing states such as Pennsylvania and Nevada and as far flung as Indiana to New Jersey mobilizing in-state for a range of activities, including federal lobbying, joining a major action today in Washington, DC, and holding member education seminars for impacted workers on DACA.\n\nMaria Elena Durazo, General Vice President of UNITE HERE and icon of the immigrant rights movement, is marking today’s DACA deadline in part by serving as a keynote speaker at a Dreamer student forum at UCLA for DACA holders to engage with political office holders and policy experts on their pathway forward. \n\nUnder Maria Elena’s leadership, UNITE HERE has been engaging in an internal organizing campaign to educate union members who are DACA holders on the court decision to allow renewals, and the impact this has on current work authorizations.\n\n#DreamActNow #SaveTPS #HereToStay #unitehere', '📣 Statement from UNITE HERE Vice President of Immigration, Diversity, and Civil Rights Enrique Fernández on Redesignation of Temporary Protected Status for Haiti:\n\nThe Biden administration announced it would redesignate Temporary Protected Status (TPS) for Haiti for 18-months. This means Haitian TPS holders living in the U.S. will be protected from deportation and eligible for work permits. The Biden administration’s decision to redesignate TPS for Haiti is critical to keep families together and safe.\n\nUNITE HERE represents hundreds of Haitian workers with TPS who have been on the frontlines of the COVID-19 pandemic – cleaning rooms, preparing food, and greeting guests. Many TPS recipients have lived and worked in the U.S. for decades. This is their home.\n\nWe urge President Biden and Congress to deliver solutions to continue this step towards immigrant justice. The Biden administration has made progress on immigration, but Congress has yet to take action. Families with TPS, who have lived and worked in the U.S. for decades, need a permanent solution. We call on the Senate to pass the Dream and Promise Act to create permanent protections and a new pathway to citizenship for Dreamers and TPS holders.']"
18,871,18_workers_nurses_healthcare_congress,"['workers', 'nurses', 'healthcare', 'congress', 'lawmakers', 'bargaining', 'hospitals', 'government', 'employees', 'leadership']","['Victory! 🎉 After 5+ years of negotiations, we’ve reached a tentative agreement with the VA! Thanks to the hard work and dedication of thousands of National VA Council members, this agreement will help VA address chronic staffing issues and better protect VA workers and our veterans. \n\nCongratulations to our NVAC members on this major win!', 'The AFGE VA Council won’t stop fighting until we have a VA that works for everyone. Together, we’ll secure a pro-worker contract at the VA. ✊🏽✊🏾✊🏿', 'We’re done with false promises — we need real change now. \n\nAdd your name to this petition and join the thousands of VA staff demanding better working conditions at the VA: https://www.afge.org/about-us/agencies/department-of-veterans-affairs-va/va-employees-demand-safe-working-conditions--protections-for-veterans/\n\nCAUTION: Do not read or share, like, or comment on this post from a government computer or on duty time. Any actions must be made on a personal phone during non-duty time.']"
19,852,19_workers_congress_employees_senators,"['workers', 'congress', 'employees', 'senators', 'contractors', 'government', 'lawmakers', 'paychecks', 'duty', 'senate']","['The federal employees standing here today and the American people deserve a government that works. \n\nCAUTION: Do not read or share, like, or comment on this post from a government computer or on duty time.', 'The shutdown might be over, but Congress can do this all over again in 2 weeks. What you need to know →\n\nCAUTION: Do not read or share, like, or comment on this post from a government computer or on duty time.', ""Millions of people have paid for their Social Security through years of hard work but many won't be able to access certain benefits during a shutdown. Visit www.afge.org/Shutdown to find out how you can help us #StoptheShutdown. \n\nCAUTION: Do not view or share, like, or comment on this post from a government computer or on duty time.""]"
