,Region,Case Number,Case Name,Case Type,City,State,Election Held Date,Number of Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,"Stipulated
/ Consent
/ Directed",Certification of Representative Date (Win),Certification of Results Date (Loss),Case Closed Date,Closed Reason,Votes for Labor Org 2,Labor Org 2 Name,Union To Certify,Votes for Labor Org 3,Labor Org 3 Name,For Proposition,Against Proposition	,"Stipulated / Consent
/ Directed",Against Proposition,Dispute Unit City,Dispute Unit State,Num Eligible Voters,"Stipulated
/ Consent / Directed",Cert of Rep (Win),Cert of Results (Loss),Closed Date,Votes For Labor Org3,Labor Org3,Stipulated/Consent,Case ID,Stipulated / Consent / Directed
10316,31,31-RC-298721,Project Angel Food,RC,,,2022-08-01 00:00:00,,20.0,4.0,"united food and commercial workers union, local 770",,,,,Certification of Results,,,,,,,,,,Los Angeles,CA,38.0,,,LOSS,2022-08-31 00:00:00,,,,,Stipulated
10317,31,31-RC-299294,Starbucks Corporation,RC,,,2022-08-26 00:00:00,,6.0,5.0,workers united,,,,,Certification of Results,,,,,,,,,,Burbank,CA,17.0,,,LOSS,2022-09-28 00:00:00,,,,,Stipulated
10321,"21, 21 SDO",32-RC-275310,"Centerline Logistics Corporation, Olympic Tug & Barge, Inc., and Leo Marine Services, Inc., a single",RC,,,2022-03-28 00:00:00,,6.0,13.0,inlandboatmen's union of the pacific,,,,,Certific. of Representative,,,,,,,,,,Alameda,CA,26.0,,WON,,2022-09-28 00:00:00,,,,,Directed
10322,32,32-RC-275992,FALCK NORTHERN CALIFORNIA CORP.,RC,,,2021-07-09 00:00:00,,0.0,10.0,"nage, ems local r12-510",,,,,Certific. of Representative,,,,,,,,,,Hayward,CA,15.0,,WON,,2021-12-01 00:00:00,,,,,Directed
10323,32,32-RC-281210,"Doctors Hospital of Manteca, Inc.",RC,,,2021-09-08 00:00:00,,8.0,121.0,california nurses association (cna),,,,,Certific. of Representative,,,,,,,,,,Manteca,CA,172.0,,WON,,2021-10-12 00:00:00,,,,,Directed
10324,32,32-RC-282667,American Paragon Protective Services LLC,RC,,,2021-10-13 00:00:00,,0.0,20.0,"international union, security, police, and fire professionals of america (spfpa)",,,,,Certific. of Representative,,,,,,,,,,Mountain View,CA,44.0,,WON,,2021-11-30 00:00:00,,,,,Stipulated
10325,32,32-RC-282886,"RTS Packaging, LLC",RC,,,2021-10-14 00:00:00,,34.0,3.0,teamsters local union 439,,,,,Certification of Results,,,,,,,,,,Stockton,CA,48.0,,WON,LOSS,2021-11-16 00:00:00,,,,,Stipulated
10326,32,32-RC-283356,"Recology Pacheco Pass, dba Recology South Valley Organics",RC,,,2021-10-22 00:00:00,,0.0,6.0,"sanitary truck drivers & helpers, local no. 350, international brotherhood of teamsters",,,,,Certific. of Representative,,,,,,,,,,Gilroy,CA,8.0,,WON,,2021-11-02 00:00:00,,,,,Stipulated
10327,32,32-RC-283407,"Grocery Delivery E-Services USA, Inc. d/b/a HelloFresh",RC,,,2021-11-18 00:00:00,,289.0,198.0,unite here local 2850,,,,,Certification of Results,,,,,,,,,,Richmond,CA,763.0,,,LOSS,2022-01-03 00:00:00,,,,,Stipulated
10328,32,32-RC-284066,Blackbelt Enterprises LLC d/b/a Scannavino Trucking,RC,,,2021-11-10 00:00:00,,0.0,18.0,general teamsters union local no. 439,,,,,Certific. of Representative,,,,,,,,,,Stockton,CA,23.0,,WON,,2021-11-18 00:00:00,,,,,Stipulated
10329,32,32-RC-284098,"Cherokee Freight Lines Stockton, LLC",RC,,,2021-11-10 00:00:00,,22.0,4.0,general teamsters union local no. 439,,,,,Certification of Results,,,,,,,,,,Stockton,CA,29.0,,,LOSS,2021-11-18 00:00:00,,,,,Stipulated
10330,32,32-RC-285284,"Argent Materials, Inc.",RC,,,2021-11-23 00:00:00,,0.0,2.0,teamsters local 853,,,,,Certific. of Representative,,,,,,,,,,Oakland,CA,2.0,,WON,,2021-12-06 00:00:00,,,,,Stipulated
10331,32,32-RC-285501,Cherokee Freight Lines,RC,,,2021-12-02 00:00:00,,3.0,7.0,"teamsters local 431, international brotherhood of teamsters",,,,,Certific. of Representative,,,,,,,,,,Madera,CA,14.0,,WON,,2022-06-08 00:00:00,,,,,Stipulated
10332,32,32-RC-285744,"Sysco Central California, Inc.",RC,,,,,15.0,31.0,general teamsters local 431,,,,,Certific. of Representative,,,,,,,,,,Modesto,CA,54.0,,WON,,2022-02-24 00:00:00,,,,,Directed
10333,32,32-RC-286957,"Hospitalist Medicine Physicians of California, Inc.",RC,,,2022-01-13 00:00:00,,5.0,4.0,"union of american physicians and dentists affiliated with the american federation of state, county and municipal employees, local 206, afl-cio",,,,,Certification of Results,,,,,,,,,,Salinas,CA,10.0,,,LOSS,2022-02-09 00:00:00,,,,,Stipulated
10334,32,32-RC-287975,Oshman Family Jewish Community Center,RC,,,2022-01-21 00:00:00,,3.0,2.0,"the international alliance of theatrical stage employees, local 134",,,,,Certification of Results,,,,,,,,,,East Palo Alto,CA,6.0,,,LOSS,2022-03-18 00:00:00,,,,,Stipulated
10335,32,32-RC-289212,Lucile Salter Packard Children's Hospital at Stanford,RC,,,2022-02-15 00:00:00,,8.0,15.0,committee for recognition of nursing achievement (crona),,,,,Certific. of Representative,,,,,,,,,,Palo Alto,CA,26.0,,WON,,2022-03-17 00:00:00,,,,,Stipulated
10336,32,32-RC-289828,Starbucks Corporation,RC,,,2022-04-19 00:00:00,,2.0,15.0,workers united,,,,,Certific. of Representative,,,,,,,,,,Santa Cruz,CA,32.0,,WON,,2022-05-24 00:00:00,,,,,Stipulated
10337,32,32-RC-289855,Starbucks Corporation,RC,,,2022-04-19 00:00:00,,1.0,13.0,workers united,,,,,Certific. of Representative,,,,,,,,,,Santa Cruz,CA,28.0,,WON,,2022-05-24 00:00:00,,,,,Stipulated
10338,32,32-RC-289975,"Doctors Medical Center of Modesto, Inc. d/b/a Emanuel Medical Center",RC,,,2022-02-25 00:00:00,,6.0,14.0,california nurses association/national nurses united,,,,,Certific. of Representative,,,,,,,,,,Turlock,CA,21.0,,WON,,2022-03-31 00:00:00,,,,,Stipulated
10339,32,32-RC-291171,Ventura Coastal LLC,RC,,,2022-04-01 00:00:00,,86.0,7.0,teamsters local union 948,,,,,Certification of Results,,,,,,,,,,Visalia,CA,96.0,,,LOSS,2022-04-12 00:00:00,,,,,Stipulated
10340,32,32-RC-291241,STANFORD HEALTH CARE,RC,,,2022-03-31 00:00:00,,214.0,835.0,"committee of interns and residents, seiu",,,,,Certific. of Representative,,,,,,,,,,Palo Alto,CA,1450.0,,WON,,2022-05-12 00:00:00,,,,,Stipulated
10341,32,32-RC-291284,Walgreens Co.,RC,,,2022-03-25 00:00:00,,4.0,9.0,united food and commercial workers (ufcw) local 5,,,,,Certific. of Representative,,,,,,,,,,Oakland,CA,14.0,,WON,,2022-04-29 00:00:00,,,,,Stipulated
10342,32,32-RC-291513,Premier Recycle Company,RC,,,2022-04-08 00:00:00,,7.0,13.0,"teamsters local 853, international brotherhood of teamsters",,,,,Certific. of Representative,,,,,,,,,,San Jose,CA,22.0,,WON,,2022-07-18 00:00:00,,,,,Stipulated
10343,32,32-RC-292660,Walgreens Co.,RC,,,2022-07-22 00:00:00,,8.0,8.0,united food and commercial workers (ufcw) local 5,,,,,Certification of Results,,,,,,,,,,Oakland,CA,20.0,,,LOSS,2022-08-23 00:00:00,,,,,Stipulated
10344,32,32-RC-292765,"DTE ES Operations, LLC",RC,,,2022-04-19 00:00:00,,2.0,7.0,"international brotherhood of electrical workers, local union 1245",,,,,Certific. of Representative,,,,,,,,,,Berkeley,CA,10.0,,WON,,2022-05-11 00:00:00,,,,,Stipulated
10345,32,32-RC-292917,Impact Justice,RC,,,,,3.0,23.0,"office & professional employees international union, local 29",,,,,Certific. of Representative,,,,,,,,,,Oakland,CA,56.0,,WON,,2022-05-25 00:00:00,,,,,Stipulated
10346,32,32-RC-292930,Weyerhaeuser NR Company,RC,,,2022-04-27 00:00:00,,6.0,16.0,"teamsters local 439, international brotherhood of teamsters",,,,,Certific. of Representative,,,,,,,,,,Stockton,CA,23.0,,WON,,2022-05-06 00:00:00,,,,,Stipulated
10347,32,32-RC-292934,Starbucks Corporation,RC,,,2022-05-13 00:00:00,,3.0,8.0,workers united a/w seiu,,,,,Certific. of Representative,,,,,,,,,,Capitola,CA,21.0,,WON,,2022-06-14 00:00:00,,,,,Stipulated
10348,32,32-RC-294533,Santa Clara University,RC,,,2022-05-27 00:00:00,,93.0,245.0,service employees international union (seiu) local 1021,,,,,Certific. of Representative,,,,,,,,,,Santa Clara,CA,544.0,,WON,,2022-07-01 00:00:00,,,,,Stipulated
10349,32,32-RC-294940,Starbucks Corporation,RC,,,2022-06-17 00:00:00,,14.0,0.0,workers united,,,,,Certification of Results,,,,,,,,,,Fresno,CA,0.0,,,LOSS,2022-07-19 00:00:00,,,,,Stipulated
10350,32,32-RC-295074,Starbucks Corporation,RC,,,2022-06-21 00:00:00,,7.0,2.0,"mid atlantic regional joint board, workers united",,,,,Certification of Results,,,,,,,,,,El Dorado Hills,CA,19.0,,,LOSS,2022-07-25 00:00:00,,,,,Stipulated
10351,32,32-RC-296324,Asbury Environmental Services dba World Oil Environmental Services,RC,,,2022-07-08 00:00:00,,11.0,2.0,general teamsters local 431,,,,,Certification of Results,,,,,,,,,,Parlier,CA,0.0,,,LOSS,2022-08-17 00:00:00,,,,,Stipulated
10352,32,32-RC-297483,Stella-Jones Corporation,RC,,,,,10.0,2.0,teamsters local 431,,,,,Certification of Results,,,,,,,,,,Fresno,CA,0.0,,,LOSS,2022-08-17 00:00:00,,,,,Stipulated
10353,32,32-RC-297553,Starbucks Corporation,RC,,,2022-07-29 00:00:00,,6.0,12.0,workers united a/w seiu,,,,,Certific. of Representative,,,,,,,,,,Berkeley,CA,24.0,,WON,,2022-09-01 00:00:00,,,,,Stipulated
10354,32,32-RC-297724,Starbucks Corporation,RC,,,2022-08-05 00:00:00,,11.0,3.0,workers united a/w seiu,,,,,Certific. of Representative,,,,,,,,,,San Pablo,CA,31.0,,WON,LOSS,2022-09-12 00:00:00,,,,,Stipulated
10355,32,32-RC-297920,"Recreational Equipment, Inc.",RC,,,2022-08-03 00:00:00,,38.0,56.0,"united food and commercial workers, local 5",,,,,Certific. of Representative,,,,,,,,,,Berkeley,CA,116.0,,WON,,2022-09-02 00:00:00,,,,,Stipulated
10356,32,32-RC-297978,Pevik Construction Group Inc.,RC,,,2022-07-05 00:00:00,,5.0,8.0,"district council of iron workers of the state of california and vicinity, international association of bridge, structural, ornamental and reinforcing iron workers",,,,,Certific. of Representative,,,,,,,,,,Madera,CA,15.0,,WON,,2022-08-10 00:00:00,,,,,Stipulated
10357,32,32-RC-298812,Jalux Americas Inc.,RC,,,,,5.0,7.0,"united food and commercial workers, local 5",,,,,Certific. of Representative,,,,,,,,,,San Jose,CA,15.0,,WON,,2022-09-14 00:00:00,,,,,Stipulated
10358,32,32-RC-298922,"Land O'Lakes, Inc.",RC,,,2022-08-08 00:00:00,,13.0,38.0,"teamsters local 517, international brotherhood of teamsters",,,,,Certific. of Representative,,,,,,,,,,Madera,CA,63.0,,WON,,2022-09-14 00:00:00,,,,,Stipulated
10359,32,32-RC-299481,"Encore Group (USA), LLC",RC,,,2022-08-23 00:00:00,,1.0,4.0,"iatse local 611, international alliance of theatrical stage employees & moving picture machine operators of the united states and canada, afl-cio",,,,,Certific. of Representative,,,,,,,,,,Monterey,CA,8.0,,WON,,2022-09-22 00:00:00,,,,,Stipulated
10360,32,32-RC-299919,"711 Materials, Inc.",RC,,,2022-08-24 00:00:00,,8.0,0.0,operating engineers local union no. 3,,,,,Certification of Results,,,,,,,,,,Waterford,CA,0.0,,,LOSS,2022-09-27 00:00:00,,,,,Stipulated
10367,"01, 34",01-RC-289958,"Michael Stapleton Associates, Ltd dba MSA Security",RC,,,2022-06-24 00:00:00,,0.0,3.0,"msa k9 handlers union, united federation leos-pba",,,,,Certific. of Representative,6.0,"international union, security, police and fire professionals of america (spfpa)","international union, security, police and fire professionals of america (spfpa)",,,,,,,Boston,MA,15.0,,WON,,2022-07-19 00:00:00,,,,,Stipulated
10368,"01, 34",01-RC-298320,"Ascend Mass, LLC",RC,,,2022-08-01 00:00:00,,0.0,8.0,"international brotherhood of teamsters joint council 10 new england, teamsters local union no. 25",,,,,Certific. of Representative,2.0,"united food & commercial workers union, local 1445","international brotherhood of teamsters joint council 10 new england, teamsters local union no. 25",,,,,,,Boston,MA,33.0,,WON,,2022-08-31 00:00:00,,,,,Stipulated
10369,02,02-RC-283879,"Intrepid Museum Foundation, Inc.",RC,,,2021-10-29 00:00:00,,0.0,21.0,special and superior officers benevolent association,,,,,Certific. of Representative,1.0,"international union, security, police and fire professionals of america (spfpa) and its amalgamated local no. 511",special and superior officers benevolent association,,,,,,,Manhattan,NY,28.0,,WON,,2021-12-20 00:00:00,,,,,Stipulated
10370,02,02-RC-284676,"Hunts Point Terminal Produce Cooperative Association, Inc.,",RC,,,2021-11-16 00:00:00,,0.0,20.0,national security officers benevolent association local 971/550,,,,,Certific. of Representative,1.0,special patrolmen benevolent association,national security officers benevolent association local 971/550,,,,,,,Bronx,NY,36.0,,WON,,2021-11-24 00:00:00,,,,,Stipulated
10371,"05, 05 WDC",05-RC-280042,"Paragon Systems, Inc.",RC,,,2021-09-21 00:00:00,,0.0,8.0,"law enforcement officers security unions (leosu-dc), a division of the law enforcement officers security unions (leosu), affiliated with the law enforcement officers security & police benevolent association (leos-pba)",,,,,Certific. of Representative,19.0,international union security police and fire professionals of america (spfpa) and its local 511,international union security police and fire professionals of america (spfpa) and its local 511,,,,,,,Bethesda,MD,54.0,,WON,,2021-10-20 00:00:00,,,,,Directed
10372,"05, 05 WDC",05-RC-282416,"Paragon Systems, Inc.",RC,,,2021-11-18 00:00:00,,0.0,13.0,"united government security officers of america, international union and its local 44",,,,,Certific. of Representative,9.0,"international guards union of america, local 180 (igua)","united government security officers of america, international union and its local 44",,,,,,,Washington,DC,52.0,,WON,,2021-12-22 00:00:00,,,,,Stipulated
10373,"05, 05 WDC",05-RC-290307,"Hana Industries, Inc.",RC,,,2022-05-17 00:00:00,,0.0,30.0,"national union of special police officers nuspo, united federation leos-pba",,,,,Certific. of Representative,0.0,"international union, security, police and fire professionals of america (spfpa) and its local 555 spfpa","national union of special police officers nuspo, united federation leos-pba",,,,,,,Lanham,MD,49.0,,WON,,2022-06-15 00:00:00,,,,,Stipulated
10374,"05, 05 WDC",05-RC-293476,Georgetown University,RC,,,2022-05-16 00:00:00,,0.0,13.0,"international union, security, police and fire professionals of america (spfpa)",,,,,Certific. of Representative,2.0,"law enforcement officers security unions (leosu-dc), a division of leosu, affiliated with law enforcement officers security & police benevolent association (leos-pba)","international union, security, police and fire professionals of america (spfpa)",,,,,,,Washington,DC,70.0,,WON,,2022-08-23 00:00:00,,,,,Stipulated
10375,"05, 05 WDC",05-RC-294301,"Paragon Systems, Inc.",RC,,,2022-05-03 00:00:00,,0.0,3.0,"international union, security, police and fire professionals of america (spfpa)",,,,,Certific. of Representative,0.0,fraternity of american protective officers,"international union, security, police and fire professionals of america (spfpa)",,,,,,,Washington,DC,8.0,,WON,,2022-06-01 00:00:00,,,,,Stipulated
10376,"05, 05 WDC",05-RC-297482,"Chenega Infinity, LLC",RC,,,2022-07-25 00:00:00,,0.0,31.0,"international union, security, police and fire professionals of america (spfpa)",,,,,Certific. of Representative,13.0,"law enforcement officers security unions, leosu-dc, a/w law enforcement officers security & police benevolent association (leos-pba)","international union, security, police and fire professionals of america (spfpa)",,,,,,,Springfield,VA,145.0,,WON,,2022-09-15 00:00:00,,,,,Stipulated
10377,"05, 05 WDC",05-RC-299357,"Paragon Systems, Inc.",RC,,,2022-08-16 00:00:00,,0.0,0.0,union rights for security officers (urso),,,,,Certific. of Representative,1.0,national association of special police and security officers (naspso),national association of special police and security officers (naspso),,,,,,,Washington,DC,7.0,,WON,,2022-09-15 00:00:00,,,,,Stipulated
10378,"05, 05 WDC",05-RC-299397,"Centerra Group, LLC.",RC,,,2022-08-11 00:00:00,,0.0,3.0,protective service officers united (psos united),,,,,Certific. of Representative,4.0,"international union, security, police and fire professionals of america (spfpa)","international union, security, police and fire professionals of america (spfpa)",,,,,,,Washington,DC,103.0,,WON,,2022-09-13 00:00:00,,,,,Stipulated
10379,06,06-RC-288448,Pennsylvania American Water Co.,RC,,,2022-01-24 00:00:00,,3.0,109.0,"united steel, paper and forestry, rubber, manufacturing, energy, allied & industrial service workers international union, afl-cio, clc",,,,,Certific. of Representative,1.0,"utility workers united association, local 537","united steel, paper and forestry, rubber, manufacturing, energy, allied & industrial service workers international union, afl-cio, clc",,,,,,,Carnegie,PA,131.0,,WON,,2022-02-23 00:00:00,,,,,Stipulated
10381,"12, 12 JAC, 12 MIA, 24",12-RC-292993,"Michael Stapleton Associates, LTD., d/b/a MSA Security, an Allied Universal Company",RC,,,2022-04-27 00:00:00,,6.0,27.0,"international union, security, police and fire professionals of america (spfpa)",,,,,Certific. of Representative,2.0,"msa k9 handlers union, united federation law enforcement security officers & police benevolent association (leos-pba)","international union, security, police and fire professionals of america (spfpa)",,,,,,,Orlando,FL,81.0,,WON,,2022-06-09 00:00:00,,,,,Stipulated
10382,13,13-RC-281758,PharmaCann Inc. d/b/a Verilife Cannabis Dispensary,RC,,,2021-10-04 00:00:00,,0.0,11.0,teamsters local 777,,,,,Certific. of Representative,0.0,local 881 united food & commercial workers,teamsters local 777,,,,,,,Arlington Heights,IL,16.0,,WON,,2021-11-10 00:00:00,,,,,Stipulated
10383,13,13-RC-282070,PharmaCann Inc. d/b/a Verilife Cannabis Dispensary,RC,,,2021-10-04 00:00:00,,0.0,12.0,"international brotherhood of teamsters, local 777",,,,,Certific. of Representative,0.0,,"international brotherhood of teamsters, local 777",,,,,,,Chicago,IL,22.0,,WON,,2021-11-10 00:00:00,,,,,Stipulated
10384,13,13-RC-282662,Curaleaf Worth LLC d/b/a Curaleaf,RC,,,2021-10-20 00:00:00,,10.0,24.0,united food and commercial workers local 881,,,,,Certific. of Representative,1.0,"international brotherhood of teamsters, local 777",united food and commercial workers local 881,,,,,,,Worth,IL,35.0,,WON,,2021-10-28 00:00:00,,,,,Stipulated
10385,13,13-RC-284495,PharmaCann Inc. d/b/a Verilife Cannabis Dispensary,RC,,,2021-11-16 00:00:00,,0.0,5.0,"international brotherhood of teamsters, local 777",,,,,Certific. of Representative,0.0,"united food and commercial workers international union, local 881","international brotherhood of teamsters, local 777",,,,,,,Romeoville,IL,14.0,,WON,,2021-12-30 00:00:00,,,,,Stipulated
10386,13,13-RC-284956,PharmaCann Inc. d/b/a Verilife Cannabis Dispensary,RC,,,2021-11-24 00:00:00,,0.0,3.0,teamsters local 777,,,,,Certific. of Representative,2.0,united food and commercial workers local 881,teamsters local 777,,,,,,,Rosemont,IL,24.0,,WON,,2022-01-06 00:00:00,,,,,Stipulated
10387,13,13-RC-292902,"Michael Stapleton Associates, Ltd, d/b/a MSA Security",RC,,,,,11.0,37.0,"international union, security, police and fire professionals of america (spfpa)",,,,,Certific. of Representative,4.0,"msa k9 handlers union, united federation law enforcement security officers & police benevolent association (leos-pba)","international union, security, police and fire professionals of america (spfpa)",,,,,,,Chicago,IL,121.0,,WON,,2022-06-02 00:00:00,,,,,Stipulated
10388,"14, 17, 17 TUL",14-RC-282128,"Evergreen Dispensary, LLC",RC,,,2021-10-14 00:00:00,,20.0,6.0,united food and commercial workers local 881,,,,,Certification of Results,0.0,teamsters local union 916,united food and commercial workers local 881,,,,,,,Quincy,IL,34.0,,,LOSS,2021-10-28 00:00:00,,,,,Stipulated
10389,"14, 17, 17 TUL",14-RC-284203,"Centerra Group, LLC",RC,,,2021-11-15 00:00:00,,0.0,6.0,psos united,,,,,Certific. of Representative,11.0,spfpa,spfpa,,,,,,,Independence,MO,44.0,,WON,,2022-01-04 00:00:00,,,,,Stipulated
10390,"15, 26, 26 LRO",15-RC-279794,"Centerra Group, LLC",RC,,,2021-09-02 00:00:00,,0.0,27.0,united states court security officers,,,,,Certific. of Representative,3.0,united government security officers of america international union,united states court security officers,,,,,,,Pensacola,FL,41.0,,WON,,2021-10-01 00:00:00,,,,,Stipulated
10391,"16, 16 HOU, 16 SA",16-RC-292918,"PARAGON SYSTEMS, INC.",RC,,,2022-04-22 00:00:00,,0.0,16.0,"united security forces of america, international union and its local 218 (usfaiu)",,,,,Certific. of Representative,59.0,"international union, security, police and fire professionals of america (spfpa)","international union, security, police and fire professionals of america (spfpa)",,,,,,,Houston,TX,134.0,,WON,,2022-06-06 00:00:00,,,,,Stipulated
10392,"19, 19 ANC, 36",19-RC-286902,"North Pacific Paper Company, LLC",RC,,,2022-01-28 00:00:00,,116.0,108.0,"international longshore and warehouse union, local 21",,,,,Certification of Results,2.0,association of western pulp and paper workers union (awppw),,,,,,,,Longview,WA,285.0,,,LOSS,2022-03-09 00:00:00,,,,,Stipulated
10393,"19, 19 ANC, 36",19-RC-287280,Fruit and Flower Child Development Center,RC,,,2022-03-08 00:00:00,,1.0,5.0,"international longshore and warehouse union, local 5",,,,,Certific. of Representative,0.0,"willamette valley child care federation, aft local 3432, afl-cio","international longshore and warehouse union, local 5",,,,,,,Portland,OR,16.0,,WON,,2022-04-07 00:00:00,,,,,Directed
10394,"20, 37",20-RC-293697,"Triple Canopy, Inc.",RC,,,2022-05-02 00:00:00,,13.0,24.0,united federation leos-pba law enforcement officers security & police benevolent association california,,,,,Certific. of Representative,0.0,"international union, security, police and fire professionals of america (spfpa)",united federation leos-pba law enforcement officers security & police benevolent association california,,,,,,,San Francisco,CA,88.0,,WON,,2022-07-20 00:00:00,,,,,Stipulated
10395,"21, 21 SDO",21-RC-274874,"Centerline Logistics Corporation, Olympic Tug & Barge, Inc., and Leo Marine Services, Inc., a single",RC,,,2022-03-28 00:00:00,,2.0,27.0,"international organization of masters, mates and pilots, ila-afl-cio",,,,,Certific. of Representative,3.0,inland boatmen's union of the pacific (ibu),"international organization of masters, mates and pilots, ila-afl-cio",,,,,,,Los Angeles,CA,45.0,,WON,,2022-09-28 00:00:00,,,,,Directed
10396,"21, 21 SDO",21-RC-275324,"Centerline Logistics Corporation, Olympic Tug & Barge, Inc., and Leo Marine Services, Inc., a single",RC,,,2022-03-28 00:00:00,,2.0,27.0,"international organization of masters, mates and pilots, ila-afl-cio",,,,,Certific. of Representative,3.0,inlandboatmen's union of the pacific,"international organization of masters, mates and pilots, ila-afl-cio",,,,,,,Long Beach,CA,45.0,,WON,,2022-09-28 00:00:00,,,,,Directed
10397,"21, 21 SDO",21-RC-288360,Fountain Valley Regional Hospital and Medical Center,RC,,,2022-02-18 00:00:00,,4.0,470.0,national union of healthcare workers (nuhw),,,,,Certific. of Representative,143.0,"fountain valley professional association, united nurses associations of california/union of health care professionals (fvpa, unac/uhcp)",national union of healthcare workers (nuhw),,,,,,,Fountain Valley,CA,827.0,,WON,,2022-03-23 00:00:00,,,,,Stipulated
10398,"21, 21 SDO",21-RC-292175,Southern California Permanente Medical Group and Kaiser Foundation Hospitals,RC,,,2022-04-22 00:00:00,,10.0,445.0,united nurses associations of california/union of health care professionals (unac/uhcp),,,,,Certific. of Representative,778.0,national union of healthcare workers (nuhw),national union of healthcare workers (nuhw),,,,,,,Pasadena,CA,1902.0,,WON,,2022-05-24 00:00:00,,,,,Stipulated
10400,22,22-RC-279374,Edison Lithograph and Printing Corp.,RC,,,2021-10-19 00:00:00,,0.0,5.0,"transportation, production, warehouse employees union local 438",,,,,Certific. of Representative,2.0,local 17-18 united production workers union,"transportation, production, warehouse employees union local 438",,,,,,,North Bergen,NJ,33.0,,WON,,2022-09-16 00:00:00,,,,,Directed
10401,22,22-RC-283997,"GARDA CL ATLANTIC, INC.",RC,,,2021-11-02 00:00:00,,1.0,17.0,special and superior officers benevolent association,,,,,Certific. of Representative,2.0,"united federation of special police & security officers, inc.",special and superior officers benevolent association,,,,,,,Edison,NJ,88.0,,WON,,2021-12-10 00:00:00,,,,,Stipulated
10402,"25, 33",25-RC-277802,Hacienda Landscaping Inc.,RC,,,2021-09-07 00:00:00,,0.0,3.0,"production workers union of chicago & vicinity, local 707, npwu",,,,,Certific. of Representative,7.0,construction and general laborers district council of chicago & vicinity and laborers' local 1,construction and general laborers district council of chicago & vicinity and laborers' local 1,,,,,,,Minooka,IL,11.0,,WON,,2021-11-04 00:00:00,,,,,Directed
10403,"25, 33",25-RC-284971,PharmaCann Inc. d/b/a Verilife Cannabis Dispensary,RC,,,2021-11-16 00:00:00,,1.0,15.0,"international brotherhood of teamsters, local 777",,,,,Certific. of Representative,0.0,"united food and commercial workers, local 881","international brotherhood of teamsters, local 777",,,,,,,Ottawa,IL,20.0,,WON,,2021-12-28 00:00:00,,,,,Stipulated
10404,"28, 28 ABQ, 28 LV",28-RC-290427,"AEG Management Las Vegas, LLC",RC,,,2022-04-13 00:00:00,,0.0,51.0,"teamsters, chauffeurs, warehousemen and helpers local union no. 631, affiliated with international brotherhood of teamsters",,,,,Certific. of Representative,0.0,"laborers international union of north america local 872, afl-cio","teamsters, chauffeurs, warehousemen and helpers local union no. 631, affiliated with international brotherhood of teamsters",,,,,,,Las Vegas,NV,73.0,,WON,,2022-07-01 00:00:00,,,,,Directed
10405,29,29-RC-280172,Tower Isles Frozen Foods Ltd.,RC,,,2021-09-10 00:00:00,,12.0,33.0,"local 621, united construction trades & industrial employees union (u.c.t.i.e)",,,,,Certific. of Representative,4.0,"local 888, united food & commercial workers, afl-cio","local 621, united construction trades & industrial employees union (u.c.t.i.e)",,,,,,,Brooklyn,NY,68.0,,WON,,2021-10-29 00:00:00,,,,,Stipulated
10406,29,29-RC-282559,"Tri-State Lumber, Ltd",RC,,,2022-02-01 00:00:00,,1.0,5.0,"transportation, production, & warehouse employees, local 438",,,,,Certific. of Representative,13.0,"united food and commercial workers, local 1718, afl-cio","united food and commercial workers, local 1718, afl-cio",,,,,,,Brooklyn,NY,37.0,,WON,,2022-06-16 00:00:00,,,,,Stipulated
10407,29,29-RC-285895,"ABM Aviation, Inc.",RC,,,2022-01-07 00:00:00,,0.0,11.0,"new york newspaper printing pressman's union, local 2n",,,,,Certific. of Representative,0.0,"local 122, barclay's center conversion union","new york newspaper printing pressman's union, local 2n",,,,,,,Flushing,NY,33.0,,WON,,2022-02-14 00:00:00,,,,,Directed
10408,29,29-RC-288495,"Michael Stapleton Associates, Ltd. d/b/a MSA Security",RC,,,2022-04-22 00:00:00,,4.0,88.0,"international union, security, police and fire professionals of america (spfpa)",,,,,Certific. of Representative,20.0,"msa k9 handlers union, united federation leos-pba","international union, security, police and fire professionals of america (spfpa)",,,,,,,Brooklyn,NY,194.0,,WON,,2022-05-31 00:00:00,,,,,Directed
10409,29,29-RC-298600,Alutiiq Advanced Security Solutions LLC,RC,,,2022-08-11 00:00:00,,2.0,27.0,special and superior officers benevolent association,,,,,Certific. of Representative,16.0,federal contract guards of america,special and superior officers benevolent association,,,,,,,Southold,NY,54.0,,WON,,2022-09-16 00:00:00,,,,,Stipulated
10410,31,31-RC-292976,"Michael Stapleton Associates, Ltd. dba MSA Security",RC,,,2022-04-29 00:00:00,,8.0,29.0,"international union, security, police and fire professionals of america (spfpa)",,,,,Certific. of Representative,6.0,"msa k9 handlers union, united federation leos-pba","international union, security, police and fire professionals of america (spfpa)",,,,,,,Los Angeles,CA,138.0,,WON,,2022-06-01 00:00:00,,,,,Stipulated
